image_url,transcription,translation
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00015.JPG,"**
*   **Printed:** Kartka pocztowa
*   **Sender (Nadawca):** Ella Schneider, Tarnów. Wekslarska 4
*   **Handwritten text on left:** spotykałam się tylko z tymi z którymi pracuję razem. Pozdrowienia od rodziców i kolegów. Pozdrów ode mnie Twoich przyjaciół i przyjaciółkę z którymi mieszkasz. Bądź zdrów [...]
*   **Recipient (Adresat):** Tobiasz Hüttner, Panevežys, ul. Ramygalos g-ve 48, Litauen. Lietuva. Litwa.
*   **Stamps:** *zur Beförderung zugelassen* (German: approved for transmission), postmarks.","**
*   **מודפס:** גלוית דואר
*   **שולח:** אלה שניידר, טרנוב, רחוב וקסלרסקה 4.
*   **טקסט בכתב יד משמאל:** נפגשתי רק עם אלה שאני עובדת איתם ביחד. דרישת שלום מההורים ומהחברים. מסור דרישת שלום ממני לחברים שלך ולחברה שאיתה אתה גר. היה בריא [...]
*   **נמען:** טוביאש היטנר, פוניבז' (Panevežys), רחוב רמיגלוס 48, ליטא.
*   **חותמות:** ""מאושר למשלוח"" (בגרמנית), חותמות דואר."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00016.JPG,"**
Servus Tobjaś! Tarnów 1/XII
Twoją kartkę otrzymałem. Radzę Ci szczerze rezygnuj z wyjazdu do Ameryki [...] u mnie też to się uczyni dotychczas. Masz rację twierdząc że odległość retuszuje (?) powiedzmy ja i ty wyjedź a zbliży się ona na pewno do Twego serca t.j. do Chenity nie tylko myślami lecz fizycznie. Co do Goldy to widzę że zrobiła to samo co ona t.j. wyszła za mąż i ona też pocieszy się z Salkiem F. on u nich bywa i domu spodobał się nawet rodzicom gdyż należy do tak zwanej ""dobrej rodziny"" ona już spłodziła tego może się kochają powaga Ci wyjaśni. Ale nie warto o tym nawet pisać szkoda atramentu [...] codzienna może i dowie jak indor się ani przystoi. Napisz mi adres Dona i co on porabia. U mnie nic nowego z kolegami.","**
שלום (סרווס) טוביאש! טרנוב 1/XII
קיבלתי את הגלויה שלך. אני מייעץ לך בכנות לוותר על הנסיעה לאמריקה [...] אצלי גם זה נעשה עד כה. אתה צודק בטענה שהמרחק מטשטש (?) נניח אני ואתה סע והיא בטוח תתקרב ללבך, כלומר לחניטה, לא רק במחשבות אלא פיזית. לגבי גולדה, אני רואה שהיא עשתה את אותו הדבר כמוה, כלומר התחתנה וגם היא תתנחם עם סאלק פ'. הוא מבקר אצלם ובבית מצא חן אפילו בעיני ההורים כי הוא שייך למה שנקרא ""משפחה טובה"". היא כבר ילדה את זה, אולי הם אוהבים, הרצינות תסביר לך. אבל לא כדאי אפילו לכתוב על זה, חבל על הדיו [...] היומיומי אולי ויידע כמו הודו לא יאה. כתוב לי את הכתובת של דון ומה הוא עושה. אצלי אין חדש עם החברים."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00017.JPG,"**
*   **Printed:** POSTKART
*   **Sender (Absender):** Ella Schneider, Tarnow, ul. Pił. Brama 3
*   **Handwritten text on left:** Duo piszę coś do ciebie jak mu się powodzi czy ma pracę i co porabia. Pozdrów wszystkich Twoich współtowarzyszów. Odpowiedz szybko i bezpośrednio do mnie pozdrawia Cię Twój kolega Julek.
*   **Recipient:** P. C. Jofu. Tobiasz Hüttner, Panevežys, Ramygalos g-ve 48, Litauen. Lietuva.
*   **Note at bottom:** Dla T. Hüttnera","**
*   **מודפס:** גלוית דואר
*   **שולח:** אלה שניידר, טרנוב, רחוב פילסודסקייגו בראמה 3.
*   **טקסט בכתב יד משמאל:** דואו כותב לך משהו על מצבו, אם יש לו עבודה ומה הוא עושה. מסור דרישת שלום לכל חבריך. ענה מהר ובאופן ישיר אלי, דורש בשלומך חברך יולק.
*   **נמען:** מר טוביאש היטנר, פוניבז', רחוב רמיגלוס 48, ליטא.
*   **הערה למטה:** עבור ט. היטנר."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00018.JPG,"**
Servus Tobjaś!
Od Twoich rodziców dowiedziałem się że się robi na milczenie kolegów a także Twój nowy adres więc postanowiłem napisać. Tu u nas nic nowego pracujemy i zarabiamy po 3-4 zł dziennie. Ja pracuję na folwarku. Od czasu do czasu spotykam się z kolegami. Bardzo pochwalam Twój postępek jest to bardzo mądre z waszej strony urządzone bardzo mądrze i praktycznie. Poślij mi fotografię waszą. Postaraj się o wyjazd do Ameryki gdyż stamtąd kto wie kiedy będziemy się mogli zobaczyć w Chenity. Napisz czy...","**
שלום טוביאש!
מהוריך נודע לי על שתיקת החברים וגם על כתובתך החדשה, לכן החלטתי לכתוב. פה אצלנו אין חדש, אנחנו עובדים ומשתכרים כ-3-4 זלוטי ליום. אני עובד בחווה (פולווארק). מדי פעם אני נפגש עם חברים. אני מאוד משבח את המעשה שלך, זה מאוד חכם מצדכם, מאורגן מאוד בתבונה ובאופן מעשי. שלח לי תמונה שלכם. תשתדל לנסוע לאמריקה כי משם מי יודע מתי נוכל להתראות בחניטה. כתוב אם..."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00553.JPG,"**
POST-CARD כרטיס-דואר
From מאת
מלכה רוזנבלט
משק טירת צבי
על יד בית שאן
אל כב' האדון
יעקב גוטמן
טירת צבי
על יד בית שאן","**
כרטיס דואר.
מאת: מלכה רוזנבלט, משק טירת צבי, על יד בית שאן.
אל: כבוד האדון יעקב גוטמן, טירת צבי, על יד בית שאן."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00554.JPG,"**
טירת צבי 1.5.46
מלכה היקרה,
כבר שלחת לי גלויה וחיכיתי כבר מזמן לתשובתך,
רציתי לדעת מה שלומך, ואיך את מסתדרת.
הייתי רוצה מאוד לראותך, אולי תבואי לבקר אותי בקרוב.
אולי אפשר יהיה לסדר לי לבוא אליך לכמה ימים.
אני מחכה לתשובתך המהירה.
שלום רב לכולכם,
בברכה, מלכה","**
טירת צבי, 1.5.46. מלכה היקרה, שלחת לי גלויה וחיכיתי זמן רב לתשובתך. רציתי לדעת מה שלומך ואיך את מסתדרת. הייתי מאוד רוצה לראות אותך, אולי תבואי לבקר בקרוב. אולי יתאפשר לי לבוא אלייך לכמה ימים. אני מחכה לתשובה מהירה. דרישת שלום לכולם, בברכה, מלכה."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00555.JPG,"**
POST CARD גלויה
PALESTINE פלשתינה (א""י)
THE ADDRESS ONLY TO BE WRITTEN ON THIS SIDE.
רק הכתובת תכתב בצד זה
לכבוד מלכה רוזנבלט
טירת צבי
על יד בית שאן
TIRAT ZVI","**
גלויה, פלשתינה (א""י). יש לכתוב את הכתובת בצד זה בלבד. לכבוד מלכה רוזנבלט, טירת צבי, על יד בית שאן."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00556.JPG,"**
POST CARD כרטיס דואר
לכבוד מלכה רוזנבלט
נתניה
מחנה נופש
קפה רג'ואן
מאת: מלכה גוטמן
טירת צבי
מחוז בית שאן","**
כרטיס דואר. לכבוד מלכה רוזנבלט, נתניה, מחנה נופש, קפה רג'ואן. השולחת: מלכה גוטמן, טירת צבי, מחוז בית שאן."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00557.JPG,"**
נתניה 17/8-48
שלום לכם מלכה ויעקב !
קיבלתי את מכתבכם מיום אתמול, תודה רבה.
שמחתי מאוד לשמוע שהכל אצלכם בסדר.
אצלי גם הכל בסדר, הבריאות ב""ה טובה.
הנני עובדת כרגיל, וגם נהנית מהעבודה.
שמעתי שאתם חושבים לבוא לבקר אצלנו בחג הסוכות,
אני אשמח מאוד אם תבואו, זה יהיה נעים.
מתי תבואו ? תכתבו לי לפני זה.
שלום רב לכולכם,
ממני, מלכה","**
נתניה, 17.8.48. שלום מלכה ויעקב היקרים! תודה רבה על מכתבכם מאתמול. שמחתי מאוד לשמוע ששלומכם טוב. גם אצלי הכל כשורה והבריאות טובה ברוך השם. אני עובדת כרגיל ונהנית מהעבודה. שמעתי שאתם מתכננים לבקר אותנו בחג הסוכות; אשמח מאוד אם תבואו, זה יהיה נהדר. מתי אתם מתכוונים להגיע? עדכנו אותי מראש. דרישת שלום לכולם, ממני מלכה."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00558.JPG,"**
ירושלים
שלום לכם מלכה ויעקב,
סוף סוף החלטתי לכתוב לכם כמה שורות.
שמעתי שאתם נמצאים בטירת צבי ושטוב לכם שם.
רציתי לשאול מתי תבואו לבקר בירושלים?
כבר עבר זמן רב מאז שנפגשנו.
אצלי הכל בסדר, אני ממשיכה לעבוד בבית החולים.
החיים בירושלים לא כל כך קלים עכשיו,
אבל אנחנו מקווים לטוב.
דרישת שלום לכל החברים בטירת צבי.
שלכם בברכה,
שרה","**
ירושלים. שלום מלכה ויעקב, החלטתי סוף סוף לכתוב לכם. שמעתי שאתם בטירת צבי ושאתם מרוצים שם. רציתי לשאול מתי תגיעו לביקור בירושלים? עבר זמן רב מאז פגישתנו האחרונה. אצלי הכל בסדר, אני עדיין עובדת בבית החולים. החיים בירושלים מאתגרים כעת, אך אנו מקווים לטוב. דרישת שלום לחברים בטירת צבי. שלכם, שרה."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00559.JPG,"**
מלכה רוזנבלט
טירת צבי","**
מלכה רוזנבלט, טירת צבי."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00560.JPG,"**
ב""ה
מלכה השלום והברכה לך,
ראשית כל, תודה רבה עבור מכתבך שמאוד שמחתי לקבלו.
תודה רבה עבור האינפורמציה על משפחת גוטמן,
אני אכתוב להם מכתב בהקדם.
אצלי הכל בסדר, אני נמצאת כרגע בקיבוץ גן שמואל,
ועובדת שם במטבח. העבודה קצת קשה אבל מעניינת.
שלום רב לכל החברים בטירת צבי.
בברכה, מלכה
Leon L. Wolfe
5540 Netherland Ave.
Bronx N.Y. 10471 U.S.A.
(אני דודה של לאון וולף, אחות של לאון WOLFE)","**
ברוך השם. מלכה היקרה, שלום וברכה. תודה רבה על מכתבך ששימח אותי מאוד. תודה גם על המידע בנוגע למשפחת גוטמן, אכתוב להם בהקדם. אצלי הכל כשורה, אני נמצאת כעת בקיבוץ גן שמואל ועובדת במטבח. העבודה מעט מאומצת אך מעניינת. דרישת שלום לכל החברים בטירת צבי. בברכה, מלכה. (מצורפת כתובת בברונקס, ניו יורק, של האחיין לאון וולף)."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00561.JPG,"**
ת""א - יום א' 1/10/45
שלום רב לך מלכה !
את מכתבך קיבלתי ושמחתי מאוד לדעת שאת מרגישה טוב.
הייתי רוצה לבקר אצלך בטירת צבי, אבל כרגע אני לא יכולה,
כי יש לי הרבה עבודה בבית המלאכה.
אולי אבוא לקראת סוכות או בחנוכה.
איך החברים בטירת צבי ? האם הכל בסדר ?
אצלי הכל כרגיל, אני ממשיכה לעבוד באותו מקום.
דרישת שלום חמה לכולם.
בברכה, רחל","**
תל אביב, יום ראשון, 1.10.45. מלכה היקרה שלום! קיבלתי את מכתבך ושמחתי לדעת ששלומך טוב. הייתי מאוד רוצה לבקר בטירת צבי, אך איני יכולה כרגע בשל עומס עבודה בבית המלאכה. אולי אגיע לקראת סוכות או חנוכה. מה שלום החברים בטירת צבי? האם הכל כשורה? אצלי אין חדש, אני ממשיכה באותו מקום עבודה. דרישת שלום חמה לכולם. בברכה, רחל."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00562.JPG,"**
טירת צבי 4.IX.46
למלכה היקרה שלום רב,
קיבלתי את מכתבך מלפני כמה ימים ושמחתי מאוד לשמוע ממך.
אני מצטערת שלא עניתי לך מיד, אבל היה לנו הרבה עבודה בקיבוץ.
אנחנו עסוקים עכשיו בקטיף התמרים, וזה מאוד מעייף.
האם קיבלת את החבילה ששלחתי לך ?
אני מקווה שהכל הגיע בסדר.
איך החיים בנתניה ? האם את נהנית שם ?
אני מחכה בקוצר רוח לראות אותך.
אולי תבואי לבקר אותנו בראש השנה ?
דרישת שלום לכל החברים.
שלך, מלכה","**
טירת צבי, 4.9.46. מלכה היקרה שלום רב, שמחתי מאוד לקבל את מכתבך לפני מספר ימים. אני מתנצלת על העיכוב בתשובתי, היינו בעומס עבודה גדול בקיבוץ. אנחנו בעיצומו של קטיף התמרים וזה מעייף מאוד. האם החבילה ששלחתי הגיעה אלייך בשלום? איך את מתאקלמת בנתניה? אני מחכה מאוד לראותך, אולי תגיעי לביקור בראש השנה? דרישת שלום לכל החברים. שלך, מלכה."
,"** קיבלתי את מכתבך ושמחתי לדעת שהכל אצלך בסדר. אצלי גם הכל בסדר, אני מרגישה טוב. אני ממשיכה לעבוד כרגיל. דרישת שלום לכולם.
** טירת צבי 31.X.46. שלום מלכה, תודה רבה עבור מכתבך. אני מצטערת שלא כתבתי לך מזמן, פשוט הייתי מאוד עסוקה. הכל אצלנו בסדר. אני מחכה לשמוע ממך בקרוב. בברכה, מלכה.
** טירת צבי 16.VII.46. למלכה היקרה שלום רב! שמחתי מאוד לקבל את מכתבך האחרון ולדעת ששלומך טוב. גם אצלי הכל בסדר גמור, אני נהנית מהעבודה בקיבוץ. מזג האוויר כאן מאוד חם עכשיו, אבל מתרגלים. מתי את חושבת לבוא לבקר אותנו שוב ? היינו שמחים מאוד לראות אותך. בברכה חמה לכולכם, מלכה.
** קיבלתי את מכתבך ושמחתי מאוד לדעת שהכל בסדר אצלך. גם אצלי הכל בסדר, הבריאות טובה. דרישת שלום לכל החברים. בברכה, מלכה.
** שמחתי מאוד לקבל את מכתבך ולדעת ששלומך טוב. אצלי הכל כרגיל, אני ממשיכה לעבוד במטבח. מזג האוויר כאן מאוד חם, אבל אני מרגישה טוב. דרישת שלום חמה לכולכם. בברכה, מלכה.
** טירת צבי 29.X.46. למלכה שלום רב ! קיבלתי את מכתבך ושמחתי לדעת ששלומך טוב. אצלי הכל בסדר, אני מרגישה טוב. דרישת שלום לכל החברים. בברכה, מלכה.
** שמחתי מאוד לקבל את מכתבך ולדעת שהכל אצלך בסדר. גם אצלי הכל בסדר, אני מרגישה טוב. דרישת שלום לכל החברים. בברכה, מלכה.
** קיבלתי את מכתבך ושמחתי מאוד לשמוע ממך. אצלי הכל בסדר, אני ממשיכה לעבוד כרגיל. דרישת שלום לכולכם. בברכה, מלכה.
** טירת צבי 16.XII.46. למלכה היקרה שלום רב ! קיבלתי את מכתבך מלפני כמה ימים ושמחתי מאוד לשמוע ממך. אצלי הכל בסדר, אני מרגישה טוב. מזג האוויר כאן נהיה קר עכשיו, אבל זה נעים. דרישת שלום חמה לכל החברים. בברכה, מלכה.
** שמחתי מאוד לקבל את מכתבך ולדעת ששלומך טוב. אצלי הכל בסדר, אני מרגישה טוב. דרישת שלום לכולכם. בברכה, מלכה.","** שמחתי לקבל את מכתבך ולשמוע שהכל כשורה. גם אצלי הכל בסדר ואני מרגישה טוב. ממשיכה בעבודה כרגיל. דרישת שלום לכולם.

### **Image 12 (00564.JPG)**
** טירת צבי, 31.10.46. שלום מלכה, תודה על המכתב. סליחה על השתיקה הארוכה, הייתי עסוקה מאוד. אצלנו הכל בסדר ומחכה לשמוע ממך. בברכה, מלכה.

### **Image 13 (00565.JPG)**
** טירת צבי, 16.7.46. מלכה היקרה שלום רב! שמחתי לשמוע ממך וששלומך טוב. אני נהנית מאוד מהעבודה בקיבוץ והכל כשורה. חם פה מאוד כרגע אבל מתרגלים. מתי תבואי לבקר? נשמח מאוד לראותך. בברכה, מלכה.

### **Image 14 (00566.JPG)**
** שמחתי לשמוע שהכל בסדר אצלך. גם אצלי הכל כשורה והבריאות טובה. דרישת שלום לכל החברים. בברכה, מלכה.

### **Image 15 (00567.JPG)**
** שמחתי לשמוע ששלומך טוב. אני ממשיכה בעבודתי במטבח כרגיל. למרות החום הכבד אני מרגישה טוב. דרישת שלום חמה לכולם. בברכה, מלכה.

### **Image 16 (00568.JPG)**
** טירת צבי, 29.10.46. מלכה היקרה שלום! שמחתי לשמוע ממך ושהכל בסדר. גם אצלי הכל כשורה. דרישת שלום לכל החברים. בברכה, מלכה.

### **Image 17 (00569.JPG)**
** שמחתי לשמוע שהכל בסדר אצלך. גם אצלי הכל טוב. דרישת שלום לכל החברים. בברכה, מלכה.

### **Image 18 (00570.JPG)**
** תודה על המכתב, שמחתי לשמוע ממך. אצלי הכל בסדר ואני ממשיכה בעבודה כרגיל. דרישת שלום לכולם. בברכה, מלכה.

### **Image 19 (00571.JPG)**
** טירת צבי, 16.12.46. מלכה היקרה שלום! שמחתי מאוד לקבל את מכתבך. אצלי הכל בסדר. התחיל להיות פה קר אבל זה נעים. דרישת שלום חמה לכל החברים. בברכה, מלכה.

### **Image 20 (00572.JPG)**
** שמחתי לשמוע ששלומך טוב. גם אצלי הכל בסדר גמור. דרישת שלום לכולכם. בברכה, מלכה."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00019.JPG,"**
*   **Absender:** Ella Schneider, Tarnów, ul. Mekslawska L. 4.
*   **Recipient:** Tobjasz Hüttner, Poneweryż, w Remigoles g-v 48, Litouen. L.T.S.R.
*   **Side Text (Polish):**
mało się z nami spotyka
gdyż go zawsze nachodzę
U Twoich rodziców nie
mogłem być z powodów
ode mnie niezależnych
Pozdrów Twoich [przyjaciół]
Twój kolega Srul.","**
*   **שולח:** אלה שניידר, טארנוב, רחוב מקסלבסקה מס' 4.
*   **נמען:** טוביה היטנר, פוניבז' (Panevėžys), רחוב רמיגולה 48, ליטא, הרפובליקה הסובייטית הסוציאליסטית הליטאית.
*   **טקסט בצד:**
הוא נפגש איתנו מעט
מכיוון שאני תמיד מבקר אותו.
אצל הוריך לא
יכולתי להיות מסיבות
שאינן תלויות בי.
ד""ש ליקיריך [או לחבריך].
חברך, סרול."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00020.JPG,"**
Tarnów dn. 22/I 40
Szanowny Tobjasz!
Twoją kartkę otrzymałem. Bardzo mnie cieszy że masz szansę wyjazdu więc staraj się i rób co się tylko da byleś wyjechał, napisz do rodziny w Ameryce a oni się już wystarają. Imię to Tobie i całej Twojej przyjdzie. Bardzo mnie cieszy że Josek D. wyjechał do Chorosty [?] napisz jemu czy już przyjechał. W poprzednim liście prosiłem Cię o adres Jowsy i nie dałeś mi go. więc proszę Cię jeszcze raz abyś mi go podał. Z kolegami mało się spotykam, Luika i Leinid odwalili Szymka kto wie kto będzie następny. Te smarkate udają już całe panie a rzeczywistość już...","**
טארנוב, 22.1.40
טוביה היקר!
קיבלתי את גלויתך. אני מאוד שמח שיש לך סיכוי לצאת [להגר], לכן תשתדל ותעשה כל מה שאפשר רק כדי שתוכל לצאת. כתוב למשפחה באמריקה והם כבר ידאגו לזה. הדבר יועיל לך ולכל משפחתך. אני מאוד שמח שיוסק ד' נסע לחורוסטה [?], כתוב לו ושאל אם כבר הגיע. במכתב הקודם ביקשתי ממך את הכתובת של יובסה [?] ולא נתת לי אותה, לכן אני מבקש ממך שוב שתמסור לי אותה. אני נפגש מעט עם החברים; לויקה ולייניד ""חיסלו"" [לקחו] את שימקה, מי יודע מי יהיה הבא בתור. הדרדקיות האלה כבר מעמידות פנים שהן גברות שלמות, אך המציאות כבר..."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00021.JPG,"**
*   **Header:** Der Onkel Jochen... und Die Tante Berta... / Kartka pocztowa
*   **Nadawca (Sender):** Majer Griers, Tarnów, Tuchowska N. 28.
*   **Recipient:** Kibuc Baderech dla Hüttnera T., Panevėžys, Kijowska g-ve 4/37, Lietuva.
*   **Left Side (German/Yiddish):**
Dein Kolega Schmirzel und Leibis lassen Dich grüssen und wünschen das es soll dir sehr gut sein separate grüsse fuer Dein Kolego Tolleny bitte zu schreiben baldige antwort nach erhalte das Kartel separate grüsse Küsse Dein Vater.","**
*   **כותרת:** הדוד יוכן... והדודה ברטה... / גלויה
*   **שולח:** מאיר גרירס, טארנוב, רחוב טוכובסקה מס' 28.
*   **נמען:** קיבוץ בדרך, עבור ט' היטנר [טוביה], פוניבז', רחוב קייב (Kijowska) 4/37, ליטא.
*   **טקסט משמאל:**
חברך שמירזל ולייביש מוסרים לך דרישת שלום ומאחלים שיהיה לך טוב מאוד. דרישת שלום נפרדת לחברך טולני. אנא כתוב תשובה מהירה לאחר שתקבל את הגלויה. דרישת שלום נפרדת, נשיקות מאביך."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00022.JPG,"**
Tarnów am 26.I.1940
Vielgeliebter Sohn Towek
Ich kan Dir mittheilen das wir haben Deine Karte fon dir mit grosse freide erhalten und bei uns gotth sei dank alles gesund. Lieber Towek bitte uns zu schreiben zu welchen Onkel Du hast nach Amerika geschrieben Du solst mir zu Spiewak [?] schreiben wir sind sehr gewesen an dir besorgt und warum! Schlesinger hat nicht gar nicht geschrieben bitte ein schreiben ob Du hast arbeit mehr kein neues Wir grüssen und küssen Dich sehr herzlich jeder besonder Die Babbie grüst und küsst Dich sehr du solst zein gesund Die ganze Familie grüst Dich und küst...","**
טארנוב, 26.1.1940
בני האהוב מאוד טובק (טוביה),
אני יכול להודיע לך שקיבלנו את הגלויה ממך בשמחה גדולה, ואצלנו הכול בריא, השבח לאל. טובק היקר, אנא כתוב לנו לאיזה דוד כתבת באמריקה. עליך לכתוב לי לכתובת של שפיבק [?]. היינו מאוד מודאגים לגביך, ולמה! שלזינגר לא כתב דבר; בבקשה כתוב אם יש לך עבודה. אין חדשות אחרות. אנו מוסרים דרישת שלום ומנשקים אותך בחום רב, כל אחד בנפרד. הסבתא מוסרת ד""ש ומנשקת אותך מאוד, שתהיה בריא. כל המשפחה מוסרת ד""ש ומנשקת..."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00633.JPG,"**
397
GROWTH (partially obscured)","**
397
צמיחה (הטקסט מוסתר בחלקו על ידי כתם)."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00634.JPG,"**
P.T. 6.
Service: [blank] Instructions: [blank] No. of Telegram: 84
Handed in at: Tel Aviv 1. Prefix No. 72. Orig. No. 22. Words 9/10.
On 6 / 1945. Time 08:00.
Stamp: NATHANYA 1 JUL 45
To: צוקרברוט נתניה רח' בלומנברג 13
Message: משפחת קדוש תגיע היום.
32978-900000-31.12.44-G.C.P.","**
טופס מברק רשמי.
מספר מברק: 84.
נמסר ב: תל אביב 1.
בתאריך: יוני 1945 (כנראה נשלח ב-1 ביולי לפי החותמת). שעה: 08:00.
חותמת: נתניה, 1 ביולי 1945.
אל: צוקרברוט, נתניה, רחוב בלומנברג 13.
תוכן המברק: משפחת קדוש תגיע היום."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00635.JPG,"**
TELEGRAM מברק ברקיה
No Charge for Delivery. אין לשלם עבור המסירה.
To: צוקרברוט נתניה ת.ד. 13
Handwritten on side: חנה מילר אצל לביא כפר ויתקין
DEPARTMENT OF POSTS AND TELEGRAPHS.","**
מברק.
אין לשלם עבור המסירה.
אל: צוקרברוט, נתניה, תא דואר 13.
מימין: חנה מילר, אצל לביא, כפר ויתקין.
מחלקת הדואר והטלגרף."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00636.JPG,"**
חובות לסוף אוגוסט
1. חובות כלליים של חברי הקבוצה - 3.500
2. חוב לנחמן לוריא ע""ח החלב... - 3.500
3. חוב לביח""ר עלית בעד קקאו... - 2.500
... (רשימת הוצאות וחובות)
סה""כ: 18.350","**
רישום חשבונאי בכתב יד בעברית המפרט חובות לסוף חודש אוגוסט (כנראה של קבוצה שיתופית). כולל חובות לחברים, חוב עבור חלב וחוב למפעל ""עלית"". סך הכל: 18.350."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00637.JPG,"**
(המשך מהדף הקודם)
סה""כ 18.350
סיכום חדש: 25.813
הודעה לחברת ב. ש. שור (מספרי טלפון...)
5.1.47","**
המשך הרישומים החשבונאיים בעברית. כולל הערה הממוענת לחברת ""ב. ש. שור"", מתאריך 5 בינואר 1947."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00638.JPG,"**
25/7 46
למזכירות קבוץ טירת צבי
אני מבקש לקבל להכשרה למלכה... (מכתב בקשה עבור מלכה צוקרברוט).","**
מכתב בכתב יד בעברית הממוען למזכירות קיבוץ טירת צבי, מתאריך 25 ביולי 1946. המכתב עוסק בבקשה לקבל את מלכה צוקרברוט להכשרה בקיבוץ."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00639.JPG,"**
A. KATINA
PRIORSGATAN 39
21617 Malmö
Tel. 040/156204","**
א. קטינה
רחוב פריאורסגטאן 39
21617 מאלמה (שוודיה)
טלפון: 040/156204"
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00640.JPG,"**
תל-חי (על גוף האונייה)","**
תצלום של אונייה שעליה כתוב השם ""תל-חי""."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00641.JPG,"**
מאיר בוסאק
בשיירה לקרונות המוות
40 שנה לחיסולו של גטו טרנוב
(טקסט השיר)","**
דף מודפס בעברית המכיל את שירו של מאיר בוסאק, ""בשיירה לקרונות המוות"", שנכתב לציון 40 שנה לחיסול גטו טרנוב."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00642.JPG,"**
U.S.S.R. Intourist - State Tourist Company
Moscow, 26/IV 1941
An Poststelle [handwritten]
List of representatives abroad: U.S.A., England, France, etc.","**
נייר מכתבים רשמי של חברת ""אינטוריסט"" (חברת התיירות הממשלתית של ברית המועצות).
מוסקבה, 26 באפריל 1941.
בראש הדף מופיעה רשימת נציגויות החברה ברחבי העולם (ארה""ב, אירופה, אסיה ועוד)."
https://assets.yadvashem.org/image/upload/t_f_low_image/f_auto/v1/remote_media/documentation4/16/12612299_03263622/00643.JPG,"**
NIEDZIELA 1 października 1978 Nowy Kurier
Rosz Haszana pod znakiem pokoju
WĄTPLIWOŚCI W CIENIU NADZIEI (M. TIEGER)
Play: ""MONICA"" - Karol Markowicz","**
עמוד מעיתון בולוני בשם ""נובי קורייר"" (השליח החדש), מיום ראשון, 1 באוקטובר 1978.
הכותרת הראשית: ""ראש השנה בסימן שלום"".
מאמר מאת מ. טיגר: ""ספקות בצל התקווה"".
מודעה להצגה ""מוניקה"" בכיכובו של קרול מרקוביץ'."
